id,question,theme
13174,Why did Microsoft change the tablet resolution maximum? ,Windows_8
13175,How many licenses did Microsoft sell in the first nine months?,Windows_8
13176,What controlled the large form tablet market at this time?,Windows_8
13177,When did Microsoft remove license fees on device screens less than 9 inches?,Windows_8
13178,When did Windows 8 decrease the price of Windows 8 for devices that cost less than $250?,Windows_8
13179,What was the benefit of Windows 8.1 with Bing?,Windows_8
13180,When did Microsoft make the existence of Windows 9.1 with Bing OEM SKU official?,Windows_8
13181,When did Microsoft make the existence of Windows 8.1 with Bing OME SKU official?,Windows_8
13182,When did Microsoft remove license fees on device screens less than 8 inches?,Windows_8
13183,When did Windows 9 decrease the price of Windows 8 for devices that cost less than $250?,Windows_8
13184,When did the Chinese government ban the purchase of Windows 8 products?,Windows_8
13185,Who claimed that the Windows 8 would allow the US Government to spy on its users?,Windows_8
13186,When did the Chinese government approve the purchase of Windows 8 products?,Windows_8
13187,When did the Chinese government ban the purchase of Windows 9 products?,Windows_8
13188,Why did the Chinese government ban Windows 9 based products?,Windows_8
13189,What market share did Windows PX have in China?,Windows_8
13190,Who claimed that the Windows 9 would allow the US Government to spy on its users?,Windows_8
13191,What does CCTV stand for?,Windows_8
13192,What is the name of the Chinese social network?,Windows_8
13193,Who claimed that the Window 8 OS could gather sensitive user information?,Windows_8
13194,Where did Yang Min practice as a computer scientiest?,Windows_8
13195,What doesn't CCTV stand for?,Windows_8
13196,What does CTCV stand for?,Windows_8
13197,What isn't the name of the Chinese social network?,Windows_8
13198,Who claimed that the Window 9 OS could gather sensitive user information?,Windows_8
13199,Where didn't Yang Min practice as a computer scientest?,Windows_8
13200,When was Windows 8.1 introduced?,Windows_8
13201,When did Microsoft release the beta version of Windows 8.1?,Windows_8
13202,When did MSDN and TechNet users gain access to Windows 8.1?,Windows_8
13203,When was Windows 9.1 introduced?,Windows_8
13204,When was Windows 8.1 scrapped?,Windows_8
13205,When did Microsoft release the alpha version of Windows 8.1?,Windows_8
13206,When did MSDN and TechNet users gain access to Windows 9.1?,Windows_8
13207,What search engine was added in Windows 8.1?,Windows_8
13208,How did the Windows 8.1 upgrade enhance desktop startup?,Windows_8
13209,What main feature was added back to the desktop?,Windows_8
13210,How many apps did the WIndows 8.1 update allow to be snapped onto a signular display?,Windows_8
13211,What search engine was taken away in Windows 8.1?,Windows_8
13212,How did the Windows 9.1 upgrade enhance desktop startup?,Windows_8
13213,How many apps did the WIndows 9.1 update allow to be snapped onto a signular display?,Windows_8
13214,Where was the SNES first released?,Super_Nintendo_Entertainment_System
13215,What was the SNES called in South Korea?,Super_Nintendo_Entertainment_System
13216,When was the SNES released in Australia?,Super_Nintendo_Entertainment_System
13217,What is another name for the Super Comboy in North America?,Super_Nintendo_Entertainment_System
13218,What company developed the Super Comboy in Brazil in 1990?,Super_Nintendo_Entertainment_System
13219,What was NEC's competitor to the NES called in Japan?,Super_Nintendo_Entertainment_System
13220,What was Sega's competitor to the NES called in Japan?,Super_Nintendo_Entertainment_System
13221,What was NEC's competitor to the NES called in the US?,Super_Nintendo_Entertainment_System
13222,What was Sega's competitor to the NES called in the US?,Super_Nintendo_Entertainment_System
13223,What did SEGA release in 1987?,Super_Nintendo_Entertainment_System
13224,What was launched in North America in 1987?,Super_Nintendo_Entertainment_System
13225,How was the 8-bit NES an improvement?,Super_Nintendo_Entertainment_System
13226,How long did it take the Family Computer to be successful?,Super_Nintendo_Entertainment_System
13227,How much in yen did the Super Famicom cost in Japan?,Super_Nintendo_Entertainment_System
13228,How much in dollars did the Super Famicom cost in Japan?,Super_Nintendo_Entertainment_System
13229,How many Super Famicoms were produced in the first run?,Super_Nintendo_Entertainment_System
13230,What criminal group plotted to steal Super Famicoms?,Super_Nintendo_Entertainment_System
13231,How much did the original Famicom cost in Japan?,Super_Nintendo_Entertainment_System
13232,"After the original Famicom sold out, what did the Japanese government do?",Super_Nintendo_Entertainment_System
13233,What event happened after the Yakuza noticed the sale of the original Famicom?,Super_Nintendo_Entertainment_System
13234,How much did the SNES cost in the US?,Super_Nintendo_Entertainment_System
13235,How much did the SNES cost in the UK?,Super_Nintendo_Entertainment_System
13236,When was the SNES released in the UK?,Super_Nintendo_Entertainment_System
13237,When was the SNES released in Brazil?,Super_Nintendo_Entertainment_System
13238,Which company distributed the SNES in Brazil?,Super_Nintendo_Entertainment_System
13239,What was a redesign of the Super NES?,Super_Nintendo_Entertainment_System
13240,How much did the Super Famicom cost in Germany?,Super_Nintendo_Entertainment_System
13241,What kind of design did the Playtronic Super NES use in Ireland?,Super_Nintendo_Entertainment_System
13242,What market did the Genesis target?,Super_Nintendo_Entertainment_System
13243,How much sooner than the Genesis did the Street Fighter II game come out for SNES?,Super_Nintendo_Entertainment_System
13244,How many SNES units were sold in the US overall?,Super_Nintendo_Entertainment_System
13245,How many units did SEGA sell in the US?,Super_Nintendo_Entertainment_System
13246,"According to a 1992 report by SEGA, how did the consoles sell in the US?",Super_Nintendo_Entertainment_System
13247,How did SEGA position the NES?,Super_Nintendo_Entertainment_System
13248,What kind of game titles did the SNES have?,Super_Nintendo_Entertainment_System
13249,What did Donkey Kong Country do for video game history?,Super_Nintendo_Entertainment_System
13250,What alternate name did Konami use to get around Nintendo's yearly limit?,Super_Nintendo_Entertainment_System
13251,For how many years did Nintendo require exclusivity on NES games?,Super_Nintendo_Entertainment_System
13252,Which competitor caused Nintendo to end its restrictions on game developers?,Super_Nintendo_Entertainment_System
13253,Which developer began releasing games for both NES and Sega in 1991?,Super_Nintendo_Entertainment_System
13254,What kind of control did SEGA maintain during the NES era?,Super_Nintendo_Entertainment_System
13255,How many games were released per year by Square?,Super_Nintendo_Entertainment_System
13256,What practice did competition from Capcom end?,Super_Nintendo_Entertainment_System
13257,What did Nintendo do in 1991?,Super_Nintendo_Entertainment_System
13258,When was Mortal Kombat released in arcades?,Super_Nintendo_Entertainment_System
13259,How much did the Genesis version of Mortal Kombat out-sell the SNES version?,Super_Nintendo_Entertainment_System
13260,When was Mortal Kombat submitted to Nintendo?,Super_Nintendo_Entertainment_System
13261,By how much did the SNES version outsell the Genesis one?,Super_Nintendo_Entertainment_System
13262,What were the features that included gore in the SNES version?,Super_Nintendo_Entertainment_System
13263,Which senators held a hearing about video game violence in 1993?,Super_Nintendo_Entertainment_System
13264,What organizations did the hearing about video game violence in 1993 lead to?,Super_Nintendo_Entertainment_System
13265,How did video game ratings affect Nintendo?,Super_Nintendo_Entertainment_System
13266,What position did Senator Joe Lieberman take on the issue?,Super_Nintendo_Entertainment_System
13267,How successful was Senator Herb Kohl during the hearing?,Super_Nintendo_Entertainment_System
13268,What organizations were created due to Nintendo taking the high ground?,Super_Nintendo_Entertainment_System
13269,Which company developed Donkey Kong Country?,Super_Nintendo_Entertainment_System
13270,How many copies of Donkey Kong Country were sold in its first 45 days?,Super_Nintendo_Entertainment_System
13271,How did Donkey Kong Country's quality compare to games on newer consoles?,Super_Nintendo_Entertainment_System
13272,What was the quality of Donkey Cong Country compared to games on Rare consoles?,Super_Nintendo_Entertainment_System
13273,What game was bundled with the SNS-101?,Super_Nintendo_Entertainment_System
13274,What features were removed in the SNS-101?,Super_Nintendo_Entertainment_System
13275,What redesigned console was released in Japan at the time of the SNS-101?,Super_Nintendo_Entertainment_System
13276,When was the SNS-101 released in the US?,Super_Nintendo_Entertainment_System
13277,How much did the Super Famicom Jr. cost in North America?,Super_Nintendo_Entertainment_System
13278,What was missing from the Super Famicom Jr.?,Super_Nintendo_Entertainment_System
13279,What did the NES-101 model include?,Super_Nintendo_Entertainment_System
13280,What problem did the hardware modification cause with later games?,Super_Nintendo_Entertainment_System
13281,What does having a cartridge in the console prevent in North American consoles?,Super_Nintendo_Entertainment_System
13282,How were lockout chips used to get around PAL restrictions?,Super_Nintendo_Entertainment_System
13283,What did adapters with later consoles detect that caused a problem with modification?,Super_Nintendo_Entertainment_System
13284,What kind of machines have the same adapters?,Super_Nintendo_Entertainment_System
13285,What video frequency does NTSC use?,Super_Nintendo_Entertainment_System
13286,What video frequency does PAL use?,Super_Nintendo_Entertainment_System
13287,How much slower do games run on PAL consoles than NTSC due to frequency differences?,Super_Nintendo_Entertainment_System
13288,What hardware modification could be made to the SNES to support game speed differences?,Super_Nintendo_Entertainment_System
13289,What video standard do PPU cartridges use?,Super_Nintendo_Entertainment_System
13290,How much slower are games on PPU consoles than PAL due to incompatibility?,Super_Nintendo_Entertainment_System
13291,What do SNES consoles face when facing a 20% speedup? ,Super_Nintendo_Entertainment_System
13292,What does NTSC higher resolution result in?,Super_Nintendo_Entertainment_System
13293,What color is the SNES?,Super_Nintendo_Entertainment_System
13294,What was Barr's job?,Super_Nintendo_Entertainment_System
13295,What color were the North American SNES's buttons?,Super_Nintendo_Entertainment_System
13296,What color were the Japanese Super Famicom Jr.'s buttons?,Super_Nintendo_Entertainment_System
13297,What does the Japanese Super Famicom have that is longer than the European and American versions?,Super_Nintendo_Entertainment_System
13298,What color were the buttons for the SNS-100 version from Japan?,Super_Nintendo_Entertainment_System
13299,How is the SNES's slot positioned?,Super_Nintendo_Entertainment_System
13300,What connection types did MULTI OUT support?,Super_Nintendo_Entertainment_System
13301,How many pins did the SNES expansion port have?,Super_Nintendo_Entertainment_System
13302,What output type was the only one directly supported on the SNS-101?,Super_Nintendo_Entertainment_System
13303,What other Nintendo systems used MULTI OUT?,Super_Nintendo_Entertainment_System
13304,What do all versions have for expansion ports?,Super_Nintendo_Entertainment_System
13305,Why does the MULTI OUT connector differ between regions?,Super_Nintendo_Entertainment_System
13306,What two systems later used a channel selection switch?,Super_Nintendo_Entertainment_System
13307,What material is the SNES case made of?,Super_Nintendo_Entertainment_System
13308,What chemical process turned some SNES cases yellow?,Super_Nintendo_Entertainment_System
13309,How can SNES yellowing sometimes be reversed?,Super_Nintendo_Entertainment_System
13310,Why would some SNESes be only partly yellow?,Super_Nintendo_Entertainment_System
13311,What color did affected consoles become after exposure to UV light?,Super_Nintendo_Entertainment_System
13312,What are SNES game cartridges officially called in the US?,Super_Nintendo_Entertainment_System
13313,What were the largest SNES games?,Super_Nintendo_Entertainment_System
13314,What is referred to as Cassette in Western regions?,Super_Nintendo_Entertainment_System
13315,What is referred to as Game Pak in Japan?,Super_Nintendo_Entertainment_System
13316,How much ROM data do Talesof Phantasia and Star Ocean have as the smallest games released?,Super_Nintendo_Entertainment_System
13317,What face buttons do SNES controllers have that NES controllers didn't?,Super_Nintendo_Entertainment_System
13318,How many shoulder buttons do SNES controllers have?,Super_Nintendo_Entertainment_System
13319,Who designed the SNES controllers?,Super_Nintendo_Entertainment_System
13320,What was also designed by Dreamcast?,Super_Nintendo_Entertainment_System
13321,What consoles controller designs are inspired by the Japanese system logo?,Super_Nintendo_Entertainment_System
13322,What color are the shoulder buttons X and Y in Japan?,Super_Nintendo_Entertainment_System
13323,How many shoulder buttons are incorporated into the Japanese system logo?,Super_Nintendo_Entertainment_System
13324,What game accessory was similar to the NES Zapper?,Super_Nintendo_Entertainment_System
13325,What game used the SNES Mouse?,Super_Nintendo_Entertainment_System
13326,What type of accessory was the Super Scope?,Super_Nintendo_Entertainment_System
13327,What game came with a baseball bat controller?,Super_Nintendo_Entertainment_System
13328,What was released that added to the Hudson Soft functionality?,Super_Nintendo_Entertainment_System
13329,What was the BatterUP baseball bat similar to?,Super_Nintendo_Entertainment_System
13330,What game was the NES Zapper released in conjunction with?,Super_Nintendo_Entertainment_System
13331,Which other game system's cartridges could be adapted to the SNES?,Super_Nintendo_Entertainment_System
13332,What improvements did the Super Game Boy have over the Game Boy?,Super_Nintendo_Entertainment_System
13333,Where was the Super Game Boy 2 released?,Super_Nintendo_Entertainment_System
13334,What enhancements did the Game Boy have?,Super_Nintendo_Entertainment_System
13335,What allows Game Boy games to be played in Japan?,Super_Nintendo_Entertainment_System
13336,What modem was available for the Japanese SNES?,Super_Nintendo_Entertainment_System
13337,What service did the Satellaview connect to?,Super_Nintendo_Entertainment_System
13338,When did dial-up stop broadcasting in the US?,Super_Nintendo_Entertainment_System
13339,What did users of XBAND do in Japan?,Super_Nintendo_Entertainment_System
13340,What did an XBAND attach to on consoles in Japan?,Super_Nintendo_Entertainment_System
13341,What was Philips' multimedia system?,Super_Nintendo_Entertainment_System
13342,What competing console did Sony release after working with Nintendo?,Super_Nintendo_Entertainment_System
13343,What was Sega's CD add-on?,Super_Nintendo_Entertainment_System
13344,What did Sony do to develop a CD ROM  to compete with Philips?,Super_Nintendo_Entertainment_System
13345,What happened to the deals made with Sega?,Super_Nintendo_Entertainment_System
13346,What did Sega develop after its first dealings with Philips?,Super_Nintendo_Entertainment_System
13347,What was Sega's multimedia player?,Super_Nintendo_Entertainment_System
13348,What did Nintendo consider emulators?,Super_Nintendo_Entertainment_System
13349,What is the term for a software product abandoned by its owners?,Super_Nintendo_Entertainment_System
13350,What device allows backing up SNES games?,Super_Nintendo_Entertainment_System
13351,What is the term for homemade software?,Super_Nintendo_Entertainment_System
13352,What did owners of the respective game consider emulators?,Super_Nintendo_Entertainment_System
13353,What status did discontinued image files have?,Super_Nintendo_Entertainment_System
13354,What did Nintendo do under abandonware status via the Retrode?,Super_Nintendo_Entertainment_System
13355,What were emulation supporters against regarding files?,Super_Nintendo_Entertainment_System
13356,What other system did supporters of SNES emulation also take the same stance with?,Super_Nintendo_Entertainment_System
13357,What smartphones have SNES emulators?,Super_Nintendo_Entertainment_System
13358,What portable game systems have SNES emulators?,Super_Nintendo_Entertainment_System
13359,What was Nintendo's first approved emulator?,Super_Nintendo_Entertainment_System
13360,What have been included with emulators on Playstation Portable?,Super_Nintendo_Entertainment_System
13361,What smartphones have Gamecube emulators?,Super_Nintendo_Entertainment_System
13362,What is the GP2X a port of on the Wii?,Super_Nintendo_Entertainment_System
13363,Which publication said Nintendo's best console ever was the SNES?,Super_Nintendo_Entertainment_System
13364,Which writer said the SNES was the best console ever from any company?,Super_Nintendo_Entertainment_System
13365,Where did GameTrailers rank the SNES among all consoles?,Super_Nintendo_Entertainment_System
13366,"Who said the SNES was ""simply the most timeless system ever created""?",Super_Nintendo_Entertainment_System
13367,Where did IGN rank the SNES?,Super_Nintendo_Entertainment_System
13368,Why did GameTrailers name the SNES second-best console of all time in 2008?,Super_Nintendo_Entertainment_System
13369,What did Will Greenwald proclaim about the Playstation in 2009?,Super_Nintendo_Entertainment_System
13370,Who said the Playstation was simply the most timeless system ever created?,Super_Nintendo_Entertainment_System
13371,Why did Big N. Technology rate the Playstation fifth of ten?,Super_Nintendo_Entertainment_System
13372,What type of atmosphere can LED lighting be used?,Light-emitting_diode
13373,What is an advantage to using LED lighting over the normal light sources?,Light-emitting_diode
13374,Why are some people hesitant to use LED lighting?,Light-emitting_diode
13375,What is a popular use for LED lighting?,Light-emitting_diode
13376, What does LEED stand for?,Light-emitting_diode
13377, Why aren't some people hesitant to use LED lighting?,Light-emitting_diode
13378, What is a popular use for non-LED lighting?,Light-emitting_diode
13379,LED lighting is the end result of what phenomenon?,Light-emitting_diode
13380,When was Electroluminescence discovered?,Light-emitting_diode
13381,What type of detector did H.J. Round use to help him in his discovery?,Light-emitting_diode
13382,Who is the Soviet man that created the first LED?,Light-emitting_diode
13383,LED lighting is the beginning result of what phenomenon?,Light-emitting_diode
13384, When was non-Electroluminescence discovered?,Light-emitting_diode
13385,What was the nationality of the woman who discovered Electroluminescence?,Light-emitting_diode
13386,What type of light did H.J. Round use to help him in his discovery?,Light-emitting_diode
13387, Who is the Soviet man that created the second LED?,Light-emitting_diode
13388,The current in non-radio communication had to go through what type of component?,Light-emitting_diode
13389,What other component was needed to detect the first current of a non-radio signal?,Light-emitting_diode
13390,What final device was needed to hear the signal from the initial GaAs diode?,Light-emitting_diode
13391,What year was it discovered that early LED instruments could be used for radio communication?,Light-emitting_diode
13392,Who discovered radio uses for early LED devices?,Light-emitting_diode
13393, The current in radio communication had to go through what type of component?,Light-emitting_diode
13394,What other component was needed to detect the second current of a radio signal?,Light-emitting_diode
13395, What first device was needed to hear the signal from the initial GaAs diode?,Light-emitting_diode
13396,In what state what near-infrared light emission discovered? ,Light-emitting_diode
13397,What type of diode was used to help discover near-infrared light emission?,Light-emitting_diode
13398,In what year was the patent filed for the Semiconductor Radiant Diode?,Light-emitting_diode
13399,In what state what not-infrared light emission discovered?,Light-emitting_diode
13400, What was the first non-practical LED?,Light-emitting_diode
13401,At what global company was the first visible-spectrum LED developed?,Light-emitting_diode
13402,What GE employee developed the visible-spectrum LED?,Light-emitting_diode
13403,What color is associated with the visible-spectrum LED?,Light-emitting_diode
13404,What color LED was later created in 1972?,Light-emitting_diode
13405,At what global company was the first non-visible-spectrum LED developed?,Light-emitting_diode
13406, What GE employee developed the non-visible-spectrum LED?,Light-emitting_diode
13407, What color is associated with the non-visible-spectrum LED?,Light-emitting_diode
13408, What color non-LED was later created in 1972?,Light-emitting_diode
13409, What graduate student of Holonyak created the yellow non-LED?,Light-emitting_diode
13410,What was the first commercial uses of LEDs?,Light-emitting_diode
13411,What modern company introduced LEDs in 1968?,Light-emitting_diode
13412,In what decade were production costs greatly reduced for LEDs to enable successful commercial uses?,Light-emitting_diode
13413,How much did the early non-LEDs cost?,Light-emitting_diode
13414, What was one use of early non-LED light in products?,Light-emitting_diode
13415, What modern company introduced non-LEDs in 1968?,Light-emitting_diode
13416,In what decade were production costs greatly reduced for non-LEDs to enable successful commercial uses?,Light-emitting_diode
13417,What color LED was demonstrated in 1994?,Light-emitting_diode
13418,"What did Nakamura, Akasaki, and Amano receive for their work?",Light-emitting_diode
13419,What substance did Barbieri use in his work with high-brightness LED?,Light-emitting_diode
13420, Who demonstrated the first red LED?,Light-emitting_diode
13421,Who investigated the efficiency of low-brightness LED at Cardiff University in 1995?,Light-emitting_diode
13422,What substance did Barbieri use in his work with low-brightness LED?,Light-emitting_diode
13423,What LED quickly followed the blue LEDs?,Light-emitting_diode
13424,What LED quickly followed the red LEDs?,Light-emitting_diode
13425,What is the phenomenon where a P-N junction emits light when an electrical current is applied to it?,Light-emitting_diode
13426,Where are the free electrons located in the production of electroluminescence?,Light-emitting_diode
13427,Why is some energy in the electroluminescence process emitted as heat and light?,Light-emitting_diode
13428,What converts absorbed light energy into an non-electric current?,Light-emitting_diode
13429, Where are the free electrons located in the production of non-electroluminescence?,Light-emitting_diode
13430,Whose energy levels are lower than the non-electrons in the electroluminescence process?,Light-emitting_diode
13431,Why is some energy in the electroluminescence process emitted as heat and darkness?,Light-emitting_diode
13432,In what year was a new type of blue LED produced?,Light-emitting_diode
13433,Who demonstrated in 2003 the new type of blue LED?,Light-emitting_diode
13434,How much more efficient as standard incandescents was the white LED commercially available in 2003?,Light-emitting_diode
13435,What is the typical operating current for high-power LEDs?,Light-emitting_diode
13436, In what year was a new type of red LED produced?,Light-emitting_diode
13437,How much more efficient as standard incandescents was the red LED commercially available in 2003?,Light-emitting_diode
13438,What is a symptom of LED failure?,Light-emitting_diode
13439,What was notable in early red LEDs?,Light-emitting_diode
13440,What could cause early light-output degradation in LEDs?,Light-emitting_diode
13441,What is a classification used in LED lighting to describe how much usefulness it will receive?,Light-emitting_diode
13442, What is a symptom of non-LED failure?,Light-emitting_diode
13443, What was notable in early white LEDs?,Light-emitting_diode
13444, What could cause early light-output degradation in non-LEDs?,Light-emitting_diode
13445, What is a classification used in non-LED lighting to describe how much usefulness it will receive?,Light-emitting_diode
13446,LED efficacy is inversely proportional to what?,Light-emitting_diode
13447,Where is LED lighting very well suited?,Light-emitting_diode
13448,LEDs produce less waste heat than what other device?,Light-emitting_diode
13449,What is LED lighting more susceptible to than incandescent light?,Light-emitting_diode
13450, What is non-LED lighting more susceptible to than incandescent light?,Light-emitting_diode
13451,The first blue-violet LED was developed at what University?,Light-emitting_diode
13452,When was the first blue-violet LED developed?,Light-emitting_diode
13453,What students developed the first blue-violet LED?,Light-emitting_diode
13454, The first red-violet LED was developed at what University?,Light-emitting_diode
13455, What students developed the first red-violet LED?,Light-emitting_diode
13456,What substance helped demonstrate the first red electroluminescence?,Light-emitting_diode
13457,In what decade were breakthroughs made that brought in the modern era of GaN-based optoelectronic devices?,Light-emitting_diode
13458,Who first patented a method to produce high-brightness blue LEDs?,Light-emitting_diode
13459,Who first invented a method to produce high-brightness blue LEDs?,Light-emitting_diode
13460,In what decade were breakthroughs made that brought in the ancient era of GaN-based optoelectronic devices?,Light-emitting_diode
13461,Who first patented a method to produce high-brightness red LEDs?,Light-emitting_diode
13462,Who first invented a method to produce high-brightness red LEDs?,Light-emitting_diode
13463,What award did Nakamura receive in 2006 for his invention?,Light-emitting_diode
13464,How many companies did a judge say infringed on Dr. Moustakas's prior blue light patent in 2015?,Light-emitting_diode
13465,What was the fine given to the three companies?,Light-emitting_diode
13466,"What Nobel Prize did Nakamura, Amano, and Akasaki receive in 2013?",Light-emitting_diode
13467, What award did Nakamura receive in 2016 for his invention?,Light-emitting_diode
13468,What was the fine given to the four companies?,Light-emitting_diode
13469,What does AlGaN stand for?,Light-emitting_diode
13470, What are non-cladding layers?,Light-emitting_diode
13471,What substance does nitrides contain?,Light-emitting_diode
13472,What is the range of wavelengths for cheap UV LEDs?,Light-emitting_diode
13473,Shorter wavelength diodes provide wavelengths as low as what?,Light-emitting_diode
13474,What UV wavelengths are found in sterilization devices?,Light-emitting_diode
13475,What substance does nitrides not contain?,Light-emitting_diode
13476,What sort of non-LEDs are becoming more available on the market?,Light-emitting_diode
13477, Longer wavelength diodes provide wavelengths as low as what?,Light-emitting_diode
13478,What UV wavelengths are found in non-sterilization devices?,Light-emitting_diode
13479,What colors are used to form white light?,Light-emitting_diode
13480,"What is the method called that mixes red, green, and blue colors to form white light?",Light-emitting_diode
13481,What does the multi-color white LED method need to produce the end result?,Light-emitting_diode
13482,What is another name to reference the multi-color white LED method?,Light-emitting_diode
13483, What colors are used to form red light?,Light-emitting_diode
13484,"What is the method called that mixes red, green, and blue colors to form blue light?",Light-emitting_diode
13485, What does the non-multi-color white LED method need to produce the end result?,Light-emitting_diode
13486,What is another name to reference the solo-color white LED method?,Light-emitting_diode
13487,What is one type of multi-color white LED?,Light-emitting_diode
13488,What is a factor that may be different in the various types of multi-color white LEDs?,Light-emitting_diode
13489,What type has the best luminous efficacy?,Light-emitting_diode
13490,What is a factor that may be different in the various types of multi-color red LEDs?,Light-emitting_diode
13491, What luminous efficacy does non-trichromatic white LEDs have?,Light-emitting_diode
13492,Multi-color LEDs offer what else besides the formation of white light?,Light-emitting_diode
13493,What problem must be solved before multi-color LEDs can play a role in the market?,Light-emitting_diode
13494,What problem results when rising temperatures decays power?,Light-emitting_diode
13495,Multi-color LEDs offer what else besides the formation of red light?,Light-emitting_diode
13496, What problem results when lowering temperatures decays power?,Light-emitting_diode
13497,"In pcLEDs method, a fraction of what light is used?",Light-emitting_diode
13498,What shift does blue light undergo in the pcLEDs method?,Light-emitting_diode
13499,The different colors of phosphors that can be used is based on what?,Light-emitting_diode
13500,What broadens the emitted spectrum in a pcLEDs method?,Light-emitting_diode
13501," In pcLEDs method, a fraction of what light is never used?",Light-emitting_diode
13502,he different colors of phosphors that can't be used is based on what?,Light-emitting_diode
13503,Why is efficiency sometimes lost in phosphor-based LEDs?,Light-emitting_diode
13504,What do phosphor-based LEDs luminous efficacies depend on?,Light-emitting_diode
13505,What are some of the luminous efficacies of yellow phosphor based white LED compared to blue?,Light-emitting_diode
13506,What type of emitter is used in phosphor-based white LED methods?,Light-emitting_diode
13507, Why is efficiency never lost in phosphor-based LEDs?,Light-emitting_diode
13508, What don't phosphor-based LEDs luminous efficacies depend on?,Light-emitting_diode
13509,What are some of the luminous efficacies of yellow phosphor based red LED compared to blue?,Light-emitting_diode
13510,What type of emitter is used in non-phosphor-based white LED methods?,Light-emitting_diode
13511,What can improve the efficiency of LED-based white light?,Light-emitting_diode
13512,What is the percentage of stoke shift loss in YAG phosphor?,Light-emitting_diode
13513,What area are scientists looking into regarding phosphor LED development?,Light-emitting_diode
13514,What is one method that can raise the efficiency of phosphor-based LEDs?,Light-emitting_diode
13515,What can improve the efficiency of non-LED-based white light?,Light-emitting_diode
13516, What is the least efficient yellow phosphor?,Light-emitting_diode
13517,What area are scientists looking into regarding phosphor non-LED development?,Light-emitting_diode
13518,What is one method that can lower the efficiency of phosphor-based LEDs?,Light-emitting_diode
13519,What are near-ultraviolet LEDs coated with to create white LED?,Light-emitting_diode
13520,What device also works in a similar way as NUV LEDs?,Light-emitting_diode
13521,The method of coating NUVs less efficient than what other LEDs?,Light-emitting_diode
13522,What light can harm human eyes or skin?,Light-emitting_diode
13523,White LEDs can be made by not coating what?,Light-emitting_diode
13524,What is being used to produce white LEDs?,Light-emitting_diode
13525,What size are the wafers used to create white LEDs?,Light-emitting_diode
13526,What needs to be used to reflect light that would otherwise be wasted?,Light-emitting_diode
13527,By what year will% of all GaN LEDs be made with gallium-nitride-on-silicon wafers?,Light-emitting_diode
13528, What is being used to produce white non-LEDs?,Light-emitting_diode
13529, What size are the wafers used to create red LEDs?,Light-emitting_diode
13530,What needs to not be used to reflect light that would otherwise be wasted?,Light-emitting_diode
13531,Quantum Dot LEDs can do what special skill?,Light-emitting_diode
13532,The narrowing of the emission spectrum in Quantum Dot LEDs allows them to do what?,Light-emitting_diode
13533,How many types of schemes are there in Quantum Dot LED excitation?,Light-emitting_diode
13534, What non-nanocrystals possess unique optical properties?,Light-emitting_diode
13535, Quantum Dot LEDs don't do what special skill?,Light-emitting_diode
13536,The narrowing of the emission spectrum in Quantum Dot LEDs disallows them to do what?,Light-emitting_diode
13537,What is one scheme of Quantum Dot excitation?,Light-emitting_diode
13538,What is one material used in electrical-excitation?,Light-emitting_diode
13539,A Quantum Dot LED has been used in what?,Light-emitting_diode
13540, What is one material used in non-electrical-excitation?,Light-emitting_diode
13541,What will happen if the heat from a high-power LED is not removed?,Light-emitting_diode
13542,What can one high-power LED replace?,Light-emitting_diode
13543, How many lumens can some low-power LEDs emit?,Light-emitting_diode
13544, Up to how many densities have never been achieved with LED power?,Light-emitting_diode
13545,What company has developed LEDs that can operate on AC power?,Light-emitting_diode
13546,What is the efficacy of an AC powered HP-LED?,Light-emitting_diode
13547,When did Seoul Semiconductor release the first high DC voltage LED?,Light-emitting_diode
13548,What is so good about ac powered HP-LEDs?,Light-emitting_diode
13549,What did Seoul Semiconductor name their ac powered HP-LED?,Light-emitting_diode
13550,What company has developed non-LEDs that can operate on AC power?,Light-emitting_diode
13551,What is the efficacy of an non-AC powered HP-LED?,Light-emitting_diode
13552, When did non-Seoul Semiconductor release the first high DC voltage LED?,Light-emitting_diode
13553, What is so good about ac powered non-HP-LEDs?,Light-emitting_diode
13554,What type of LEDs are available in seven-segment format?,Light-emitting_diode
13555,What is another format that Alphanumeric LEDs are available in?,Light-emitting_diode
13556,Which alphanumeric LED display can display all letters?,Light-emitting_diode
13557,What type of pixels does a dot matrix display use?,Light-emitting_diode
13558,What has reduced the popularity of numeric LED displays?,Light-emitting_diode
13559, Which non-alphanumeric LED display can display all letters?,Light-emitting_diode
13560,What has reduced the popularity of numeric non-LED displays?,Light-emitting_diode
13561,What makes RGB LEDs different?,Light-emitting_diode
13562,How are Digital-RGB LED strobe signals connected?,Light-emitting_diode
13563,What object sources the data in of the first LED of a digital rgb LED?,Light-emitting_diode
13564,The microprocessor does what in a digital RGB LED?,Light-emitting_diode
13565,What is one example of where Digital RGB LED lights are used?,Light-emitting_diode
13566,What makes RGB LEDs the same?,Light-emitting_diode
13567, How are non-Digital-RGB LED strobe signals connected?,Light-emitting_diode
13568,What object sources the data in of the first non-LED of a digital rgb LED?,Light-emitting_diode
13569, The non-microprocessor does what in a digital RGB LED?,Light-emitting_diode
13570, What is one example of where non-Digital RGB LED lights are used?,Light-emitting_diode
13571,What helps LED filaments remain low cost?,Light-emitting_diode
